"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.841150951E0,3.843000174E0,1.120200062E1,-5.137900162E1,5.272622948E1
1.849150795E0,3.967000246E0,9.741000175E0,-5.327100372E1,5.429939238E1
1.857151811E0,4.648000240E0,9.440000534E0,-5.349800110E1,5.452296432E1
1.865152787E0,3.946000099E0,9.463000298E0,-5.360500336E1,5.457669536E1
1.873156147E0,3.426000118E0,1.050500011E1,-5.405200195E1,5.516984157E1
1.881158451E0,4.032000065E0,1.075000095E1,-5.349900436E1,5.471711810E1
1.889160678E0,4.152000427E0,1.067700005E1,-5.249500275E1,5.373046390E1
1.897164779E0,5.488000393E0,1.144200039E1,-5.295300293E1,5.445234651E1
1.905167670E0,5.285000324E0,1.023100090E1,-5.372800446E1,5.494818533E1
1.913170717E0,4.335000038E0,1.013200092E1,-5.461500168E1,5.571577942E1
1.921172904E0,3.210000038E0,1.067300034E1,-5.304700089E1,5.420517816E1
1.929178334E0,2.717000246E0,1.009100056E1,-5.103200150E1,5.209103147E1
1.937184506E0,3.313000202E0,1.041200066E1,-5.260000229E1,5.372286263E1
1.945190014E0,3.308000088E0,1.049300003E1,-5.405100250E1,5.515937623E1
1.953195639E0,2.939000130E0,1.018600082E1,-5.371300125E1,5.474923596E1
1.961203764E0,2.756000042E0,1.081600094E1,-5.237400436E1,5.355014235E1
1.969206069E0,3.211000204E0,1.050300026E1,-5.126000214E1,5.242338558E1
1.977209779E0,3.110000134E0,1.085100079E1,-5.226500320E1,5.347005591E1
1.985218100E0,4.440999985E0,1.161100101E1,-5.350500107E1,5.493016443E1
1.993222240E0,5.589000225E0,1.126500034E1,-5.362300110E1,5.507779410E1
2.001229584E0,4.265000343E0,1.068400097E1,-5.305400085E1,5.428687789E1
2.009232748E0,5.198000431E0,1.059300041E1,-5.283600235E1,5.413754714E1
2.017235404E0,4.782999992E0,1.146200085E1,-5.350700378E1,5.492953674E1
2.025238569E0,3.145000219E0,1.140100098E1,-5.249100113E1,5.380686805E1
2.033240404E0,3.823000193E0,1.092500019E1,-5.160100174E1,5.288321416E1
2.041242084E0,4.278000355E0,9.133000374E0,-5.315900421E1,5.410723345E1
2.049239115E0,4.171000004E0,9.389000893E0,-5.416400146E1,5.512975271E1
2.057241615E0,3.535000086E0,1.033600044E1,-5.360500336E1,5.470672276E1
2.065246147E0,3.501000166E0,9.787000656E0,-5.326800156E1,5.427266691E1
2.073249272E0,4.001000404E0,1.037600040E1,-5.439000320E1,5.551523968E1
2.081250209E0,4.157999992E0,1.102700043E1,-5.484000397E1,5.609197570E1
2.089250287E0,3.544000149E0,1.043000031E1,-5.327100372E1,5.439802093E1
2.097251225E0,3.167000055E0,1.011500072E1,-5.393700409E1,5.496856865E1
2.105252748E0,3.895000219E0,1.054800034E1,-5.439000320E1,5.554010971E1
2.113254975E0,3.783000231E0,1.045600033E1,-5.282600403E1,5.398356912E1
2.121257201E0,4.028000355E0,1.057400036E1,-5.249400330E1,5.369967088E1
2.129254701E0,3.607000113E0,1.126600075E1,-5.215900421E1,5.348359508E1
2.137256811E0,3.323000193E0,1.233000088E1,-5.271900177E1,5.424356551E1
2.145259779E0,3.396000147E0,1.169600010E1,-5.294000244E1,5.432285977E1
2.153261225E0,2.618000031E0,1.052800083E1,-5.259600067E1,5.370318438E1
2.161263569E0,2.600000143E0,1.033900070E1,-5.326400375E1,5.432042923E1
2.169267162E0,2.675000191E0,9.706000328E0,-5.337400436E1,5.431525025E1
2.177271772E0,3.428000212E0,1.042000008E1,-5.304700089E1,5.416928918E1
2.185274975E0,4.449000359E0,1.153300095E1,-5.160700226E1,5.306681069E1
2.193278647E0,4.640000343E0,1.082400036E1,-5.115900421E1,5.249697419E1
2.201283295E0,4.058000088E0,1.094700050E1,-5.171400070E1,5.301548881E1
2.209283608E0,3.105000257E0,1.076000023E1,-5.215300369E1,5.334186373E1
2.217286498E0,3.904000282E0,1.055600071E1,-5.327400208E1,5.444988215E1
2.225290756E0,4.163000107E0,1.086000061E1,-5.260700226E1,5.387733169E1
2.233294623E0,2.897000074E0,1.119400024E1,-5.248900223E1,5.374749860E1
2.241301889E0,2.920000076E0,1.164600086E1,-5.349500275E1,5.482582471E1
2.249309115E0,3.150000095E0,1.149100018E1,-5.271500397E1,5.404477060E1
2.257319819E0,3.061000109E0,1.176600075E1,-5.126400375E1,5.268592389E1
2.265327006E0,3.033000231E0,1.148100090E1,-5.260200119E1,5.392571744E1
2.273333373E0,3.815000296E0,1.108900070E1,-5.428000259E1,5.553232253E1
2.281340717E0,4.748000145E0,1.091200066E1,-5.328100204E1,5.459377659E1
2.289346186E0,3.223000050E0,1.077200031E1,-5.215400314E1,5.335226109E1
2.297350287E0,1.733000040E0,1.126700020E1,-5.203500366E1,5.326903593E1
2.305361342E0,2.408000231E0,1.087400055E1,-5.237200165E1,5.354314998E1
2.313369076E0,3.816000223E0,1.091800022E1,-5.249400330E1,5.375299962E1
2.321376186E0,4.752000332E0,1.265200043E1,-5.250700378E1,5.421844768E1
2.329379115E0,3.325000048E0,1.241700077E1,-5.327800369E1,5.480678070E1
2.337384975E0,3.744000196E0,1.155300045E1,-5.216100311E1,5.355613506E1
2.345393295E0,3.860000134E0,1.147600079E1,-5.160300064E1,5.300441369E1
2.353398842E0,3.110000134E0,1.093700027E1,-5.304700089E1,5.425195276E1
2.361403178E0,3.602000237E0,1.134600067E1,-5.372200394E1,5.502508377E1
2.369404154E0,3.721000195E0,1.110200024E1,-5.104300308E1,5.236877328E1
2.377412084E0,3.209000111E0,1.032900047E1,-4.992000198E1,5.107829804E1
2.385416967E0,3.224000216E0,1.068700027E1,-5.126100159E1,5.246233350E1
2.393418998E0,4.554000378E0,1.136000061E1,-5.171900177E1,5.314737696E1
2.401424311E0,4.444000244E0,1.152800083E1,-5.227700424E1,5.371712124E1
2.409426108E0,4.440999985E0,1.161100101E1,-5.350500107E1,5.493016443E1
2.417428920E0,3.735000134E0,1.171600056E1,-5.484000397E1,5.620178761E1
2.425429975E0,2.218000174E0,1.158300018E1,-5.282100296E1,5.412156476E1
2.433429076E0,2.460000038E0,1.161200047E1,-5.192900085E1,5.326829531E1
2.441429623E0,2.823000193E0,1.199900055E1,-5.394300079E1,5.533346798E1
2.449426537E0,3.519000053E0,1.197000027E1,-5.472800446E1,5.613215424E1
2.457425522E0,4.894000053E0,1.155200100E1,-5.518200302E1,5.659022372E1
2.465424389E0,3.827000141E0,1.135800076E1,-5.506300354E1,5.635232444E1
2.473424623E0,3.147000074E0,1.157500076E1,-5.383100128E1,5.515125521E1
2.481430600E0,3.386000156E0,1.177200031E1,-5.506200409E1,5.640806044E1
2.489431576E0,3.754000187E0,1.182100010E1,-5.316700363E1,5.459449456E1
2.497431225E0,3.236000061E0,1.087000084E1,-5.126200104E1,5.250163202E1
2.505432904E0,1.565000057E0,1.043300056E1,-5.147200394E1,5.254202047E1
2.513430639E0,2.256000042E0,1.196500015E1,-5.092500305E1,5.236035428E1
2.521431264E0,3.316000223E0,1.215200043E1,-5.193700409E1,5.344267364E1
2.529431694E0,3.794000149E0,1.228900051E1,-5.194100189E1,5.350964070E1
2.537433412E0,3.667000055E0,1.209700012E1,-5.160400391E1,5.312962940E1
2.545436303E0,3.143000126E0,1.148500061E1,-5.360800171E1,5.491449295E1
2.553436342E0,3.024000168E0,1.147200012E1,-5.371800232E1,5.501249983E1
2.561434819E0,2.769000053E0,1.091500092E1,-5.148200226E1,5.269915714E1
2.569432709E0,2.868000031E0,1.073700047E1,-5.226300430E1,5.343154707E1
2.577433178E0,3.706000090E0,1.108600044E1,-5.305200195E1,5.432447656E1
2.585433764E0,4.926000118E0,1.167000103E1,-5.172300339E1,5.325151153E1
2.593434272E0,4.863000393E0,1.240000057E1,-5.094400406E1,5.265643680E1
2.601434858E0,3.355000257E0,1.279100037E1,-5.249800110E1,5.413784108E1
2.609433686E0,3.915000200E0,1.247500038E1,-5.317000198E1,5.475401330E1
2.617435170E0,3.471000195E0,1.115000057E1,-5.383200073E1,5.508406900E1
2.625437240E0,3.140000105E0,1.148100090E1,-5.405400085E1,5.534896558E1
