"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.068411117E0,-1.904400063E1,-2.126000166E0,-1.326679993E2,1.340447383E2
2.076405844E0,-1.869099998E1,-2.092000008E0,-1.326700134E2,1.339965015E2
2.084401938E0,-1.921900177E1,-2.880000114E0,-1.336679993E2,1.350733077E2
2.092396000E0,-1.929800034E1,-2.253000021E0,-1.342280121E2,1.356268707E2
2.100393930E0,-1.889500046E1,-1.483000040E0,-1.341220093E2,1.354545448E2
2.108390180E0,-1.973300171E1,-1.832000136E0,-1.333339996E2,1.347987501E2
2.116386742E0,-1.953000069E1,-2.444000006E0,-1.321050110E2,1.335631985E2
2.124383852E0,-2.026800156E1,-3.057000160E0,-1.312040100E2,1.327954419E2
2.132377641E0,-2.170400047E1,-3.300000191E0,-1.330910034E2,1.348894689E2
2.140374242E0,-2.132700157E1,-2.814000130E0,-1.341010132E2,1.358154679E2
2.148370063E0,-2.085000038E1,-2.935000181E0,-1.318710022E2,1.335413717E2
2.156367055E0,-2.053600121E1,-3.283000231E0,-1.338810120E2,1.354866444E2
2.164361781E0,-1.955400085E1,-2.381000042E0,-1.360120087E2,1.374310540E2
2.172356860E0,-1.840500069E1,-2.898000240E0,-1.344550018E2,1.357397877E2
2.180352992E0,-1.841800117E1,-3.254000187E0,-1.328899994E2,1.341997139E2
2.188344203E0,-2.036800003E1,-2.707000017E0,-1.320980072E2,1.336864495E2
2.196338344E0,-2.025600052E1,-2.788000107E0,-1.320989990E2,1.336720765E2
2.204330024E0,-1.900699997E1,-1.574000120E0,-1.325580139E2,1.339230024E2
2.212324164E0,-1.918800163E1,-7.700000405E-1,-1.325610046E2,1.339447358E2
2.220320024E0,-1.894000053E1,-2.128000021E0,-1.344540100E2,1.357981326E2
2.228313422E0,-1.919000053E1,-2.337000132E0,-1.346750031E2,1.360554083E2
2.236310727E0,-2.040500069E1,-1.351000071E0,-1.335550079E2,1.351115443E2
2.244304164E0,-2.011300087E1,-2.236000061E0,-1.335530090E2,1.350775286E2
